Energy,Entropy,Overlap
-7.181038748859441,2.6527136236827378,1.5234406786656846e-33
-7.1606855849277595,2.6830617353338817,3.6863502841786936e-35
-7.160685584927758,2.677187347424291,6.770847460736376e-34
-7.158081446340063,2.7190439441578933,5.6893926579798715e-36
-7.158081446340062,2.7343685620512104,1.464026492197723e-32
-7.15095807073086,2.051458518125797,1.1296500711402183e-33
-7.150958070730855,2.05372859121731,2.602194783151175e-31
-7.14731926385351,2.358386122078328,0.00011008456838029529
-7.145948520030833,2.493951850822016,4.154667233546293e-34
-7.145948520030831,2.5238427398143233,1.3347777850197262e-30
-7.135251282362929,2.4941966421388937,1.0123169270185408e-32
-7.135251282362927,2.4936195524634384,5.484386443196465e-34
-7.134014676084336,2.45564114636187,8.954445766823857e-34
-7.134014676084335,2.439836665583478,1.1088750451993575e-32
-7.133350471346374,2.6862000563898123,3.326931131471271e-33
-7.133350471346373,2.6770534311669283,6.770847460736376e-34
-7.1234138608526765,2.4306129011658597,2.2345677411391357e-33
-7.123413860852675,2.2394227484261138,5.892330002705831e-33
-7.119788031892698,2.210776066031966,1.3588714695505644e-35
-7.1197880318926945,2.1884591446063757,3.9000081373841526e-33
-7.112204029833232,1.4852217372645948,3.573751876794158e-61
-7.103076000955804,2.6228986780533825,3.979753674143937e-34
-7.103076000955803,2.626992558115473,1.2339869497192045e-33
-7.09618679596549,1.4305458588434583,6.9633505109541485e-59
-7.082365202387537,2.2691364527520417,3.342291622245412e-6
-7.080467914525857,2.561600918211087,2.7792485927528763e-5
-7.077701129101263,2.5487670260794086,1.2422436220393803e-32
-7.07428049532751,2.7042745618463653,2.3173225434370247e-33
-7.074280495327505,2.7040933183996114,1.1014664185849031e-32
-7.06350627690936,2.4484038945535627,3.408541862685294e-6
-7.04972863867254,2.6202250903265014,1.88079096131566e-35
-7.049728638672531,2.621194112353965,4.997073505119577e-33
-7.046902442153429,2.392490494884475,1.4903810755431586e-32
-7.046902442153428,2.3979675881768108,1.1296500711402183e-33
-7.033422376668796,2.471130729457646,0.00021694821407090202
-7.032716610701315,2.4300566257891387,9.497098345830112e-30
-7.032716610701315,2.4374664697041606,9.215875710446734e-36
-7.026179176150432,2.4830609213451758,5.283141810335689e-34
-7.026179176150425,2.4830416999903626,7.712418435745028e-35
-7.019833384198543,2.6377435470673087,1.2492683762798943e-33
-7.019833384198539,2.7374823728682234,5.435485878202257e-35
-7.013654644693774,2.705363551743009,3.9000081373841526e-33
-7.013654644693773,2.710248369910031,3.478710962049445e-33
-6.993964845933796,2.1224454652340397,2.2256527919824994e-32
-6.993964845933791,2.1236506966807904,9.437056727497456e-33
-6.977252451794852,2.6904960753035057,3.1616096059716245e-34
-6.97725245179485,2.6961599043670565,9.103028252767794e-35
-6.953925625049297,1.4880673502960409,1.051689581958533e-58
-6.952554606296676,2.394773695359079,2.2964927835404538e-33
-6.952554606296673,2.366510090110945,5.925667022495151e-35
-6.9483755757055565,1.144815761446506,2.6736518172651933e-59
-6.938411712766051,1.427012503602411,8.426024977148398e-60
-6.911972447786547,2.4005698962409063,2.2757570631919486e-35
-6.911972447786546,2.402163488808257,4.891937290382032e-34
-6.911025106470808,2.7336284506213775,7.946341811558664e-34
-6.911025106470801,2.732865391713727,3.009265538105056e-34
-6.90751297293258,2.7296777564533925,1.0022735032851152e-33
-6.907512972932577,2.7272705668847417,1.692711865184094e-34
-6.899142177452474,2.501147527092807,2.530792317546352e-33
-6.896733583259462,2.3268780179231654,5.183930087126288e-34
-6.896733583259458,2.375566548058535,1.0579449157400588e-37
-6.889554500875698,2.5788527550269635,3.0269859635862133e-6
-6.869171631215723,2.4582535605972526,5.6893926579798715e-36
-6.86917163121572,2.4490073333499383,7.52316384526264e-35
-6.8688408952402655,2.6480468566191866,4.231779662960235e-35
-6.8688408952402655,2.6755226357974613,1.692711865184094e-34
-6.864538397225436,2.522351619594926,1.152102013240924e-34
-6.864538397225435,2.5200585021248108,1.8573545426961407e-35
-6.8567317013422215,2.4872580588331914,2.034263503759018e-33
-6.856731701342218,2.4590981989292384,6.770847460736376e-36
-6.853484925448139,2.6127036324610575,3.792426894396897e-33
-6.853484925448138,2.6080313137386386,1.2037062152420224e-33
-6.834094935358512,2.779797135461783,1.692711865184094e-36
-6.834094935358509,2.7702516544351092,1.58174519846647e-34
-6.833606448808734,1.763103926109699,6.354281650163728e-34
-6.833606448808733,1.7335167720623466,8.294288139402061e-35
-6.813933700535833,2.723678039383308,2.891904182118959e-33
-6.813933700535828,2.7511683332002863,2.9387358770557188e-33
-6.809587782468072,2.574839782085753,5.283141810335689e-34
-6.8095877824680695,2.5030577841045036,1.6590268990669305e-32
-6.80445978806597,2.437643478720531,1.0863448592559252e-33
-6.804459788065969,2.3270404027885436,1.692711865184094e-36
-6.801653310905179,2.723619975364495,2.2757570631919486e-35
-6.801653310905174,2.721861182591947,5.058575369554599e-33
-6.7986918209549225,2.2902273744473973,1.4745401136714774e-34
-6.798691820954921,2.3166446296326946,7.52316384526264e-35
-6.796395331649975,1.5313640137235778,2.5676015184534496e-60
-6.784431201860103,1.5693452752471362,1.7557304761909868e-60
-6.780938928500315,2.697246283183759,3.945222352094181e-32
-6.780938928500313,2.7020615778776875,1.925929944387236e-34
-6.773331964833129,1.4451782710935792,2.5086910161587558e-58
-6.766881629440547,2.6727194508663406,6.093762714662738e-35
-6.766881629440543,2.673141533320878,2.5144558848057994e-33
-6.76049582416424,2.493706831445018,1.1754943508222875e-38
-6.760495824164234,2.486249087672582,4.2995542591248325e-36
-6.744170572904342,2.828505235333204,3.873973624736177e-7
-6.738892409440615,2.093317090962122,4.0492677080741634e-32
-6.738892409440611,2.103504833171016,9.913197767264128e-32
-6.737658492181324,2.7875734294226233,1.80631163924756e-33
-6.731665482931348,2.7770359290535014,6.093762714662738e-35
-6.7316654829313425,2.793607107295935,5.283141810335689e-34
-6.717649428208349,2.541355772154732,1.5919014696575746e-33
-6.717649428208348,2.598126218324183,3.478710962049445e-33
-6.698478860155227,2.8064755756682644,2.7083389842945504e-35
-6.698478860155221,2.7972322809299897,5.5641319799562486e-33
-6.685294282520145,2.465230349773962,2.073572034850515e-33
-6.685294282520143,2.461242222504977,4.844094670303565e-34
-6.662511534269311,2.711731694667973,4.751389283592714e-7
-6.661382094319154,2.740564501643625,2.7589134532443285e-32
-6.661382094319153,2.7345477603527306,4.231779662960235e-37
